Species	ts	te	trait1	trait2	trait3	trait4	trait5	redundancy
taxon3610	10.87744488	0	3	1	0	3	1	4
taxon3611	9.51688345	0	3	1	0	4	1	4
taxon3612	20.30905026	18.97709948	3	1	0	4	1	4
taxon3613	22.56481536	18.07557512	3	1	0	4	1	4
taxon3614	3.75790707	0	3	1	0	4	1	4
taxon3615	2.83448284	2.25012742	3	1	0	3	5	3
taxon3616	3.29024554	0	0	3	1	4	1	4
taxon3617	2.83683238	0	0	3	1	4	1	4
taxon3618	1.73844079	0	3	1	0	0	4	2
taxon3619	3.85429025	1.74453899	2	1	2	2	3	3
taxon3620	1.47785987	0	2	1	0	2	0	2
taxon3621	2.92502928	2.23122945	3	1	0	4	3	4
taxon3622	10.54354789	5.60845066	3	1	0	4	1	4
taxon3623	2.90178506	2.23099872	3	1	0	2	1	4
taxon3624	0.56116053	0.25317091	3	1	0	2	1	4
taxon3625	0.66333855	0	3	1	0	2	1	4
taxon3626	3.26737956	2.63643934	3	1	0	2	1	4
taxon3627	3.6635522	0	3	1	0	3	1	4
taxon3628	21.89051337	15.89909371	3	1	0	2	1	4
taxon3629	12.06155996	0	3	1	0	2	1	4
taxon3630	23.34251387	16.44706153	3	1	0	2	1	4
taxon3631	9.46759672	8.33988972	3	1	0	2	2	4
taxon3632	8.50136841	7.13686449	3	1	0	2	2	4
taxon3633	7.95959115	6.31770896	3	1	0	2	2	4
taxon3634	8.83718214	7.22408127	3	1	0	2	2	4
taxon3635	9.8878653	8.84955878	3	1	0	2	2	4
taxon3636	1.72080315	0.89177202	2	1	0	1	2	3
taxon3637	0.80032868	0.23400768	2	1	0	3	2	3
taxon3638	1.51432962	1.07812801	2	1	0	0	2	4
taxon3639	3.05377865	2.32151811	2	1	0	0	1	4
taxon3640	0.5579724	0.24154285	2	1	0	0	2	4
taxon3641	0.48629941	0.26479864	2	1	0	0	3	2
taxon3642	3.23974307	2.53933124	2	1	0	1	3	4
taxon3643	3.73402688	0.08474423	2	1	0	0	3	4
taxon3644	0.46576056	0.22109931	2	1	0	4	1	4
taxon3645	0.88808735	0.18335849	2	1	0	0	1	4
taxon3646	4.97805677	2.29468975	3	1	0	0	2	4
taxon3647	4.70928484	3.94559962	3	1	0	0	2	4
taxon3648	4.50633522	3.90599039	3	1	0	0	2	4
taxon3649	4.78519413	4.18231059	3	1	0	0	2	4
taxon3650	3.07220831	2.36774489	3	1	0	0	2	4
taxon3651	1.63411402	1.16681522	3	1	0	1	2	4
taxon3652	3.73493276	2.03386785	3	1	0	1	2	4
taxon3653	1.07934151	0	3	1	0	2	1	4
taxon3654	1.65723977	1.22638216	3	1	0	3	2	4
taxon3655	2.16201505	0	3	1	0	3	1	4
taxon3656	2.08733587	0	3	1	0	3	3	4
taxon3657	14.58040809	5.04010522	3	1	0	4	1	4
taxon3658	3.81434309	2.08368835	3	1	0	4	1	4
taxon3659	13.67375923	12.58739145	3	1	0	4	1	4
taxon3660	15.40942648	2.0001999	3	1	0	4	1	4
taxon3661	10.87537194	5.15558206	3	1	0	4	1	4
taxon3662	9.94500546	5.85300619	3	1	0	4	1	4
taxon3663	11.1494386	5.8533322	3	1	0	4	1	4
taxon3664	2.88099894	2.21214922	0	3	3	0	2	0
taxon3665	1.65838762	0	4	3	1	1	4	2
taxon3666	1.49896646	0.17819644	4	3	1	1	4	2
taxon3667	4.76595015	0.85016724	4	3	1	1	4	2
taxon3668	11.27609393	3.79501283	0	3	1	5	2	3
taxon3669	4.79759106	0	0	3	1	4	2	4
taxon3670	11.17008848	5.13512206	0	3	1	5	2	3
taxon3671	21.32376152	19.93258831	3	1	0	5	3	4
taxon3672	1.47873339	1.09505736	0	3	1	4	1	4
taxon3673	5.3846376	0	0	3	1	4	1	4
taxon3674	0.91450577	0	0	3	1	4	1	4
taxon3675	1.71903815	0	3	1	0	4	2	4
taxon3676	20.03728877	1.761211	0	1	2	4	1	3
taxon3677	3.26256498	2.58369341	0	1	2	4	1	3
taxon3678	21.52160254	20.19203008	0	1	2	4	1	3
taxon3679	4.61169628	3.86313445	0	1	2	4	1	3
taxon3680	11.92589854	3.54736415	0	1	2	4	1	3
taxon3681	23.65510565	11.51547734	0	1	2	4	1	3
taxon3682	9.16415143	1.82805078	0	1	2	4	1	3
taxon3683	23.50789237	2.43084563	0	1	2	4	1	3
taxon3684	15.95335127	3.13841807	0	1	2	4	1	3
taxon3685	11.33653506	5.28957295	0	1	2	4	1	3
taxon3686	1.00333011	0	0	2	2	5	1	0
taxon3687	10.2600399	2.11211789	0	1	2	4	1	3
taxon3688	4.94798928	4.43846111	0	1	2	4	1	3
taxon3689	8.90716561	1.8768787	0	1	2	4	1	3
taxon3690	10.99943615	2.09489607	0	2	2	4	1	3
taxon3691	9.72355885	1.93841839	0	1	2	4	1	3
taxon3692	11.23114118	2.274524	0	1	2	4	1	3
taxon3693	20.99785146	0.06188465	0	1	2	5	1	1
taxon3694	4.57987317	3.95887717	0	2	2	4	1	3
taxon3695	21.9202136	16.95160123	0	1	2	4	1	3
taxon3696	23.0078146	11.89462921	0	1	2	4	1	3
taxon3697	8.25089937	6.83107219	0	1	2	4	1	3
taxon3698	8.62080008	7.30345371	0	1	2	4	1	3
taxon3699	5.70437625	3.60045614	0	2	2	4	1	3
taxon3700	14.32150992	5.00527546	0	1	2	4	1	3
taxon3701	22.95603487	11.02068963	0	1	2	4	1	3
taxon3702	13.84701932	12.94345697	0	1	2	4	1	3
taxon3703	4.85630458	0	3	1	0	2	2	4
taxon3704	2.82181942	2.18536414	3	1	0	2	2	4
taxon3705	0.67530473	0.23280949	3	1	0	1	3	4
taxon3706	11.27156692	7.05222741	3	1	0	1	3	4
taxon3707	0.50274439	0.23686174	3	1	0	0	5	4
taxon3708	0.69349648	0.29281354	3	1	0	0	2	4
taxon3709	1.53510323	1.04716372	3	1	0	3	3	4
taxon3710	16.65632004	10.88308978	3	1	0	2	3	4
taxon3711	11.14119782	4.84388912	3	1	0	3	3	4
taxon3712	4.66253876	3.91977456	3	1	0	0	4	2
taxon3713	2.96552102	2.29095276	3	1	0	0	4	2
taxon3714	16.3951079	11.09365324	3	1	0	0	4	2
taxon3715	21.30843119	11.3915416	3	1	0	1	1	4
taxon3716	2.03380308	0.90136323	3	1	0	1	1	4
taxon3717	11.37380406	5.45189668	3	1	0	1	1	4
taxon3718	3.49160369	1.71098922	2	1	2	1	3	1
taxon3719	2.99619487	2.35358884	2	1	2	1	3	1
taxon3720	20.89500645	19.9813932	2	1	2	1	3	1
taxon3721	20.79988255	19.51005899	3	1	0	0	5	3
taxon3722	20.94976783	19.76837746	3	1	0	0	5	3
taxon3723	9.70165956	2.14590845	3	1	0	0	5	3
taxon3724	23.84661368	11.43447286	3	1	0	0	5	3
taxon3725	22.60716785	10.2116398	3	1	0	0	5	3
taxon3726	3.3603199	0.22904654	3	1	0	0	5	3
taxon3727	4.99265756	2.0258025	3	1	0	0	5	3
taxon3728	11.52927209	0	3	1	0	0	5	3
taxon3729	10.4295174	1.70335017	2	1	0	0	2	4
taxon3730	2.97155492	2.2459677	2	1	0	0	2	4
taxon3731	20.12008642	18.66292986	2	1	0	0	2	4
taxon3732	2.98196763	2.17866231	2	1	0	0	2	4
taxon3733	4.59421885	3.8962804	2	1	0	1	3	3
taxon3734	1.80991774	0.70046653	2	1	0	1	3	3
taxon3735	23.07010007	16.91120205	2	1	0	1	3	3
taxon3736	11.30088915	6.07781696	2	1	0	1	3	3
taxon3737	3.11778784	2.53721695	2	1	0	1	3	3
taxon3738	3.64297525	1.93965864	2	1	0	1	3	3
taxon3739	2.03050464	0	2	1	0	1	2	4
taxon3740	21.51691385	20.33937644	2	1	0	1	3	3
taxon3741	3.59904192	2.12021372	2	1	0	1	3	3
taxon3742	2.07762354	0.2018391	2	1	0	1	3	3
taxon3743	1.54510599	1.14543289	2	1	0	1	3	3
taxon3744	1.64067599	1.11871264	2	1	0	1	3	3
taxon3745	2.17823228	0	2	1	0	1	3	3
taxon3746	2.87147556	2.16460693	2	1	0	1	3	3
taxon3747	3.29136548	0	3	1	0	3	2	4
taxon3748	21.31292133	1.54928729	0	3	1	3	2	4
taxon3749	21.30108566	4.8566703	3	1	0	1	5	3
taxon3750	13.9288929	12.88027377	3	1	0	1	5	3
taxon3751	23.64978015	11.54691327	3	1	0	1	1	4
taxon3752	3.76179735	1.88468025	3	1	0	3	4	4
taxon3753	23.29310416	16.06910528	3	1	0	3	2	4
taxon3754	10.84613311	5.48106548	3	1	0	3	3	4
taxon3755	11.34339907	5.54488683	1	3	1	2	1	3
taxon3756	23.18576272	0	1	3	1	2	1	3
taxon3757	5.11383884	3.4057273	1	3	1	1	2	2
taxon3758	23.18350978	2.31376472	1	3	1	2	2	3
taxon3759	23.55019964	17.23223778	1	3	1	2	2	3
taxon3760	0.90111536	0	1	3	1	2	1	3
taxon3761	4.63430591	3.93598971	1	3	1	2	2	3
taxon3762	21.09763077	19.765956	1	3	1	1	2	2
taxon3763	23.37654514	15.40128571	1	3	1	2	2	3
taxon3764	3.59570437	1.8154286	1	3	1	1	2	2
taxon3765	5.56660482	2.21036561	1	3	1	2	2	3
taxon3766	10.10381622	5.24677645	1	3	1	2	2	3
taxon3767	11.22678402	1.83331518	1	3	1	1	2	2
taxon3768	20.92626152	1.19618676	1	3	1	1	2	2
taxon3769	28.31799006	1.45033079	1	3	1	1	2	2
taxon3770	4.77299659	0.9942858	1	3	1	2	2	3
taxon3771	1.43432389	0.89645445	1	3	1	2	2	3
taxon3772	23.21356917	17.30711692	3	1	0	1	5	3
taxon3773	3.54989903	1.96898076	3	1	0	1	5	3
taxon3774	2.87681703	2.33042278	1	3	1	4	1	2
taxon3775	17.04483986	5.44291105	1	3	1	4	1	3
taxon3776	9.06735348	8.20644146	1	3	1	5	1	2
taxon3777	21.67290655	20.43673178	3	1	0	4	2	4
taxon3778	9.82048556	3.50963108	3	1	0	4	2	4
taxon3779	3.33246699	0	3	1	0	4	3	4
taxon3780	23.20376113	16.17370929	3	1	0	4	2	4
taxon3781	20.32934267	19.19016452	3	1	0	2	5	2
taxon3782	23.36872998	17.62522151	3	1	0	3	5	3
taxon3783	3.23453162	1.80720926	3	1	0	2	5	2
taxon3784	19.59372141	18.76783912	3	1	0	3	5	3
taxon3785	3.23115915	0	3	1	0	4	5	2
taxon3786	1.50844868	1.06245892	3	1	0	5	5	3
taxon3787	9.03590363	7.96438303	3	1	0	5	5	3
taxon3788	8.53405155	0	3	1	0	5	5	3
taxon3789	3.44867042	0.83514648	3	1	0	5	5	3
taxon3790	2.91339008	2.22249425	3	1	0	5	5	3
taxon3791	1.30299145	0.92903948	3	1	0	5	5	3
taxon3792	0.88361704	0	3	1	0	5	4	3
taxon3793	3.24896183	2.55781474	3	1	0	5	5	3
taxon3794	2.96709579	2.1212602	3	1	0	5	5	3
taxon3795	1.43406598	1.11859423	3	1	0	5	5	3
taxon3796	0.80645151	0.38211515	3	1	0	5	5	3
taxon3797	2.934148	2.37899884	3	1	0	5	5	3
taxon3798	1.42358317	1.00618541	3	1	0	5	5	3
taxon3799	3.05682286	2.46794084	3	1	0	5	5	3
taxon3800	3.78176152	0	2	1	0	0	1	4
taxon3801	0.86229108	0	2	1	0	1	1	3
taxon3802	5.34320276	2.12628244	2	1	0	0	1	4
taxon3803	4.86396902	1.99984867	2	1	0	0	1	4
taxon3804	1.80817757	0.73903838	1	3	1	2	1	3
taxon3805	1.93098365	0	1	3	1	2	1	3
taxon3806	3.68510927	1.93222981	1	3	1	2	1	3
taxon3807	0.83534369	0	1	3	1	2	1	3
taxon3808	23.33178078	17.47993826	1	3	1	2	1	3
taxon3809	11.18563007	5.81463175	1	3	1	2	1	3
taxon3810	1.60528996	0	1	3	1	3	1	4
taxon3811	8.86114085	7.37604815	3	1	0	4	2	4
taxon3812	3.5166178	2.07770625	3	1	0	4	2	4
taxon3813	27.96644526	1.84535493	3	1	0	4	3	4
taxon3814	10.80097999	5.59365131	3	1	0	4	4	4
taxon3815	19.95494687	1.11825008	3	1	0	4	4	4
taxon3816	3.6115309	1.9144908	3	1	0	4	4	4
taxon3817	23.15938565	2.22118286	3	1	0	4	4	4
taxon3818	22.3187059	16.67078989	3	1	0	4	4	4
taxon3819	0.74701131	0.35886627	3	1	0	4	4	4
taxon3820	2.80985536	2.1347332	3	1	0	4	4	4
taxon3821	3.29231014	2.52022966	3	1	0	5	3	4
taxon3822	1.7434565	1.14479563	3	1	0	4	2	4
taxon3823	2.07054574	0.29336752	3	1	0	3	3	3
taxon3824	1.80339478	0.27785706	3	1	0	0	3	4
taxon3825	1.46447239	1.08486283	3	1	0	4	1	4
taxon3826	3.63044912	0.87792007	3	1	0	4	2	4
taxon3827	1.54877811	1.07694672	3	1	0	2	2	4
taxon3828	4.04571898	0	2	1	0	0	4	2
taxon3829	24.06776265	0	3	1	0	2	1	4
taxon3830	3.65902313	2.22869908	3	1	0	1	1	4
taxon3831	3.71019932	1.65210957	1	3	1	3	2	4
taxon3832	3.53516077	0	1	3	1	3	1	4
taxon3833	3.57217044	2.11273855	1	3	1	3	2	4
taxon3834	3.38899946	2.30158498	1	3	1	3	2	4
taxon3835	23.89565073	6.25629609	1	3	1	4	2	3
taxon3836	14.59165129	3.63981302	1	3	1	3	2	4
taxon3837	23.39929918	16.19606665	1	3	1	3	2	4
taxon3838	1.39260338	1.00268663	1	3	1	3	2	4
taxon3839	9.19350819	8.10673688	1	3	1	3	2	4
taxon3840	3.19592427	2.44912244	1	3	1	4	2	3
taxon3841	14.20840145	2.30354269	1	3	1	4	1	3
taxon3842	19.54619964	18.67285669	1	3	1	3	2	4
taxon3843	1.58709034	1.08877175	1	3	1	3	2	4
taxon3844	16.60125222	10.96475036	1	3	1	3	2	4
taxon3845	9.32672123	0.09228805	1	3	1	4	2	3
taxon3846	4.83849176	0	1	3	1	3	1	4
taxon3847	3.36474713	0	1	3	1	3	2	4
taxon3848	28.0489503	5.94109737	1	3	1	3	2	4
taxon3849	3.10991368	2.53985759	1	3	1	3	2	4
taxon3850	22.55346213	12.27772162	1	3	1	3	2	4
taxon3851	26.94360557	16.23211753	1	3	1	3	2	4
taxon3852	23.66908253	10.90285905	1	3	1	3	2	4
taxon3853	3.34355562	2.69246067	1	3	1	3	2	4
taxon3854	16.71404112	11.73492209	1	3	1	3	2	4
taxon3855	21.95884621	16.78585474	1	3	1	3	2	4
taxon3856	24.01658278	15.78897498	1	3	1	2	4	2
taxon3857	4.8810584	0	1	3	1	2	4	2
taxon3858	22.69938116	15.68054415	1	3	1	2	4	2
taxon3859	22.6998212	16.65467839	1	3	1	2	4	2
taxon3860	23.85505319	12.88027246	3	1	0	4	2	4
taxon3861	10.10999275	0	3	1	0	5	1	4
taxon3862	21.93170048	1.82854629	3	1	0	4	2	4
taxon3863	5.09855098	3.37630956	3	1	0	4	2	4
taxon3864	14.40030089	13.20944397	1	3	1	0	2	0
taxon3865	19.72118924	0.10235044	2	1	0	5	1	4
taxon3866	22.97484319	4.97767399	3	1	0	4	3	4
taxon3867	3.18273905	0	3	1	0	4	3	4
taxon3868	22.82585855	0.07504285	3	1	0	5	3	4
taxon3869	4.92769765	0	0	1	4	3	2	3
taxon3870	5.12171394	4.32350297	0	1	4	4	2	4
taxon3871	9.18623647	0	0	1	4	5	1	3
taxon3872	5.52547619	3.5780299	0	1	4	3	2	3
taxon3873	4.79797037	4.03719396	0	1	4	3	2	3
taxon3874	16.05365986	1.75071655	0	1	4	3	2	3
taxon3875	0.83294495	0	0	1	4	4	1	3
taxon3876	19.86650497	18.70049204	3	1	0	1	3	4
taxon3877	23.859442	16.708598	3	1	0	1	3	4
taxon3878	23.7900552	16.07095669	3	1	0	1	3	4
taxon3879	23.10646099	16.06710572	3	1	0	1	3	4
taxon3880	23.43713459	11.46278562	3	1	0	1	3	4
taxon3881	23.19345182	16.00179812	3	1	0	1	3	4
taxon3882	23.70744594	17.76301197	3	1	0	1	3	4
taxon3883	11.15892762	2.29437208	3	1	0	1	3	4
taxon3884	3.3384298	2.5067733	3	1	0	1	3	4
taxon3885	22.66903424	16.7156133	3	1	0	1	3	4
taxon3886	16.51359445	11.23095421	3	1	0	1	3	4
taxon3887	23.59502918	16.71982933	3	1	0	1	3	4
taxon3888	8.625739	7.4774053	0	1	2	2	1	0
taxon3889	23.82464661	10.89129425	3	3	0	2	1	2
taxon3890	21.47442457	19.97744574	3	3	0	2	1	2
taxon3891	3.24325567	2.47699015	3	3	0	2	1	2
taxon3892	3.08278303	2.46597034	3	3	0	2	1	2
taxon3893	1.45589	0	3	3	0	2	1	2
taxon3894	5.42572814	2.21685091	0	1	1	2	5	2
taxon3895	11.15352578	5.20189286	0	3	1	5	1	3
taxon3896	10.84510192	1.77687919	3	1	0	3	4	4
taxon3897	9.91334635	8.75073173	3	1	0	3	4	4
taxon3898	9.10051447	7.97921894	3	1	0	3	4	4
taxon3899	11.93249024	0.76245976	3	1	0	3	1	4
taxon3900	3.62547039	2.07122215	3	1	0	1	5	4
taxon3901	9.90427924	1.80413531	3	1	0	2	2	4
taxon3902	3.56087814	1.76867469	3	1	0	0	1	4
taxon3903	9.96110056	8.35920487	3	1	0	1	3	4
taxon3904	11.75028609	2.22515694	3	1	0	1	3	4
taxon3905	4.58646331	1.68519841	3	1	0	2	3	4
taxon3906	3.52189238	0.73319561	3	1	0	2	3	4
taxon3907	3.74106612	2.00834081	3	1	0	2	3	4
taxon3908	11.34429407	5.12095215	3	1	0	2	3	4
taxon3909	3.54236957	2.13267064	3	1	0	2	3	4
taxon3910	3.13672539	2.5651589	3	3	0	3	1	3
taxon3911	26.59257801	5.3290992	3	3	0	3	1	3
taxon3912	23.57951776	12.03063248	3	3	0	3	1	3
taxon3913	23.20755965	1.84149483	3	3	0	3	1	3
taxon3914	22.54270749	1.93402841	3	3	0	3	1	3
taxon3915	9.29554886	8.27084593	3	3	0	3	1	3
taxon3916	1.49615819	1.09723678	3	3	0	3	1	3
taxon3917	2.93104382	2.12723812	3	3	0	3	1	3
taxon3918	4.85872657	4.22522202	3	3	0	3	1	3
taxon3919	4.88234298	4.09888645	3	3	0	3	1	3
taxon3920	3.28772048	0	3	3	0	4	1	2
taxon3921	1.55582027	1.10507517	3	3	0	3	1	3
taxon3922	20.35862285	19.24241176	3	3	0	3	1	3
taxon3923	16.79438717	11.13599707	3	3	0	3	1	3
taxon3924	3.14252782	2.4154736	3	1	0	4	4	4
taxon3925	3.07964609	2.40890501	3	1	0	4	1	4
taxon3926	27.88919694	10.78627012	3	1	0	4	5	4
taxon3927	1.37246312	0.94809696	3	1	0	4	3	4
taxon3928	1.77385573	1.24333475	3	1	0	4	1	4
taxon3929	3.09317853	2.35082693	3	1	0	4	4	4
taxon3930	1.58582476	1.17333561	3	1	0	4	1	4
taxon3931	1.93781904	0.78262198	3	1	0	4	2	4
taxon3932	3.85245668	2.11576569	3	1	0	4	3	4
taxon3933	1.69850932	0	2	1	2	2	0	0
taxon3934	3.3024944	0	2	1	2	3	1	2
taxon3935	11.55020283	2.07783303	3	1	0	1	4	3
taxon3936	10.31054634	3.22916473	3	1	0	5	4	3
taxon3937	11.87999839	6.06773011	3	1	0	5	4	3
taxon3938	10.58780302	0	3	1	0	5	4	3
taxon3939	23.43590148	16.3698559	3	1	0	4	4	4
taxon3940	3.51203176	0	3	1	0	5	4	3
taxon3941	22.89716903	11.42204478	3	1	0	5	4	3
taxon3942	11.49928577	3.4057387	3	1	0	5	4	3
taxon3943	11.32931112	5.42998547	3	1	0	5	4	3
taxon3944	10.68971818	0	3	1	0	5	4	3
taxon3945	23.7842619	16.22119908	3	1	0	5	4	3
taxon3946	19.44128851	18.00638964	3	1	0	5	4	3
taxon3947	22.49090249	10.69729271	3	1	0	5	4	3
taxon3948	22.50602365	17.66293729	3	1	0	5	4	3
taxon3949	3.12562194	2.43198848	3	1	0	5	4	3
taxon3950	8.70685829	7.3321035	3	1	0	5	4	3
taxon3951	23.24850796	16.10241675	2	1	0	1	2	4
taxon3952	15.94101067	12.95549694	2	1	0	1	2	4
taxon3953	21.33480538	0	2	1	0	1	1	3
taxon3954	15.45608923	2.01421685	2	1	0	1	3	3
taxon3955	3.01660663	2.27700071	2	1	0	1	3	3
taxon3956	15.14003992	11.68019418	2	1	0	1	3	3
taxon3957	19.37070567	18.162779	2	1	0	1	3	3
taxon3958	3.08573622	2.32252989	2	1	0	1	3	3
taxon3959	3.90883118	2.09807894	2	1	0	1	3	3
taxon3960	0.62183087	0	2	1	0	0	2	4
taxon3961	3.08951012	2.35018246	2	1	0	0	2	4
taxon3962	3.65979584	2.13425805	2	1	0	0	2	4
taxon3963	3.55848423	2.16376589	2	1	0	0	2	4
taxon3964	1.67569138	1.31244522	2	1	0	0	2	4
taxon3965	1.91683758	0	2	1	0	0	2	4
taxon3966	3.64925029	0	2	1	0	0	1	4
taxon3967	23.53698047	16.8588918	2	1	0	0	2	4
taxon3968	1.86375824	0	2	1	0	0	2	4
taxon3969	1.88264265	0.91701632	2	1	0	0	2	4
taxon3970	16.04070924	5.97958878	2	1	0	0	2	4
taxon3971	22.46822874	5.04085075	0	1	1	2	3	0
taxon3972	23.49571452	5.03769779	0	3	1	4	3	4
taxon3973	4.87034844	0	0	3	1	4	3	4
taxon3974	3.24428418	2.61059627	0	3	1	4	3	4
taxon3975	0.6882986	0	0	3	1	4	2	4
taxon3976	15.01928669	1.71019804	0	3	1	4	3	4
taxon3977	19.70418577	18.62943956	1	4	1	4	3	1
taxon3978	23.87477079	16.27681392	0	3	1	4	1	4
taxon3979	0.79461698	0	0	3	1	4	1	4
taxon3980	11.91428773	5.44011612	0	3	1	5	1	1
taxon3981	3.82952482	0	0	3	1	5	1	3
taxon3982	1.43211063	0	3	1	0	4	1	4
taxon3983	8.78185209	2.29144544	3	1	0	4	1	4
taxon3984	17.16329002	6.25596947	3	1	0	3	1	4
taxon3985	13.79546926	2.52600135	3	1	0	4	1	4
taxon3986	15.46569597	1.95624825	3	1	0	4	1	4
taxon3987	3.63991769	1.77370534	3	1	0	4	1	4
taxon3988	3.01271612	0.77119346	3	1	0	4	1	4
taxon3989	3.54837507	2.7542003	3	1	0	4	1	4
taxon3990	11.14746979	5.46429388	3	1	0	4	1	4
taxon3991	3.48606347	1.71689877	3	1	0	4	1	4
taxon3992	11.50053604	1.92754727	0	1	4	3	3	2
taxon3993	23.12760716	16.28085813	0	3	1	3	1	3
taxon3994	0.5968933	0	0	3	1	3	1	4
taxon3995	3.2787138	2.50066136	0	3	3	2	2	2
taxon3996	1.47167578	1.02385947	0	3	3	2	2	2
taxon3997	3.10637785	2.23735511	0	3	3	2	2	2
taxon3998	1.0865774	0	0	3	3	2	2	2
taxon3999	22.51465435	17.02796027	1	3	1	3	1	3
taxon4000	22.4698536	17.23796434	3	1	0	1	1	4
taxon4001	8.83910541	7.53090234	3	1	0	2	2	4
taxon4002	10.36578569	5.71534365	3	1	0	2	2	4
taxon4003	3.08355176	2.40562139	3	1	0	1	3	3
taxon4004	3.36014224	2.60288364	3	1	0	1	3	4
taxon4005	21.04465929	10.60389358	3	1	0	1	3	4
taxon4006	11.27076325	5.19789155	3	1	0	3	2	4
taxon4007	3.73933021	1.72758284	3	1	0	3	2	4
taxon4008	3.23249375	2.60606066	3	1	0	0	5	3
taxon4009	3.03319617	2.26268019	0	3	1	4	2	4
taxon4010	4.79365683	0	3	1	0	2	3	4
taxon4011	1.98359166	0	3	1	0	2	4	4
taxon4012	1.8691702	0	3	1	0	3	2	4
taxon4013	5.03579623	0	0	1	4	5	3	1
taxon4014	14.44599244	2.16212344	0	1	4	5	2	3
taxon4015	27.27424965	16.92587728	0	1	4	5	2	3
taxon4016	22.50575274	1.99378633	0	1	4	5	2	3
taxon4017	14.1486003	13.17414939	0	1	4	4	2	4
taxon4018	11.49642243	2.46341986	0	1	4	5	2	3
taxon4019	0.55488387	0	0	1	4	5	1	3
taxon4020	33.0721091	10.17978989	0	1	4	4	2	4
taxon4021	1.84153848	0.30200776	0	1	4	5	2	3
taxon4022	23.70278033	16.5696606	0	1	4	5	2	3
taxon4023	3.57987427	0.2405172	0	3	1	1	2	3
taxon4024	21.8640133	12.00342661	0	3	1	1	2	3
taxon4025	23.4100281	10.81358304	0	3	1	2	2	4
taxon4026	20.35011441	19.18433285	0	3	1	1	2	3
taxon4027	20.21636312	19.01165235	0	3	1	1	2	3
taxon4028	22.94215039	16.9276429	0	3	1	1	2	3
taxon4029	5.26485793	3.70146412	0	1	1	4	2	3
taxon4030	3.24818531	1.96791806	0	1	1	5	4	4
taxon4031	0.72378221	0	3	1	0	1	1	4
taxon4032	2.51405482	0.11633199	4	4	1	3	2	1
taxon4033	1.631604	0	4	4	1	3	2	1
taxon4034	21.32268441	10.72763508	3	1	0	3	5	3
taxon4035	8.40672663	6.62685036	3	1	0	3	5	3
taxon4036	5.30473003	2.1434243	3	3	0	3	1	3
taxon4037	3.03870576	0	3	3	0	3	1	3
taxon4038	16.4002382	2.14606326	3	3	0	3	1	3
taxon4039	10.70529749	5.6155884	3	3	0	3	1	3
taxon4040	2.14262806	0.88033589	3	3	0	3	1	3
taxon4041	15.31706022	0	3	3	0	3	1	3
taxon4042	21.68202594	1.7289856	3	3	0	3	1	3
taxon4043	0.78667344	0	2	1	0	3	2	4
taxon4044	3.58296992	0.25463805	0	1	1	4	1	4
taxon4045	3.15019624	2.40732005	0	1	1	4	2	4
taxon4046	3.17381165	1.98097139	3	1	0	4	2	4
taxon4047	4.79418551	4.22777005	3	1	0	4	2	4
taxon4048	9.88774303	0	3	1	0	5	2	4
taxon4049	1.53386507	1.08035619	3	1	0	4	2	4
taxon4050	9.17900037	7.6574937	3	1	0	4	2	4
taxon4051	3.30127125	0	3	1	0	4	1	4
taxon4052	3.08870393	2.5111563	3	1	0	4	2	4
taxon4053	9.51885902	2.20029481	3	1	0	0	3	4
taxon4054	2.89623982	2.31763469	3	1	0	4	2	3
taxon4055	3.12034411	2.42370815	3	1	0	3	1	4
taxon4056	9.91650471	8.68945344	1	3	1	2	1	3
taxon4057	10.67564583	0	1	3	1	3	1	4
taxon4058	23.45400472	17.53393923	1	3	1	2	1	3
taxon4059	1.57512581	0	1	3	1	2	1	3
taxon4060	3.19605004	2.37558214	1	3	1	2	1	3
taxon4061	23.19184573	16.96949297	1	3	1	2	1	3
taxon4062	9.85333285	0	1	3	1	2	2	3
taxon4063	3.37293709	2.64812057	1	3	1	2	1	3
taxon4064	9.49717349	8.21397375	1	3	1	2	1	3
taxon4065	16.10211491	11.10838841	1	3	1	2	1	3
taxon4066	10.32409888	3.83408929	3	1	0	4	1	4
taxon4067	15.07582849	11.24242075	3	1	0	3	1	4
taxon4068	3.38545021	2.62362301	3	1	0	3	1	4
taxon4069	3.4590388	2.77231866	3	1	0	4	1	4
taxon4070	10.61090405	2.06762971	3	1	0	3	1	4
taxon4071	21.49441577	20.19143595	3	1	0	3	1	4
taxon4072	20.52308465	3.22046901	3	1	0	4	1	4
taxon4073	8.35396028	7.2100439	3	1	0	4	1	4
taxon4074	1.80645927	0	3	1	0	3	1	4
taxon4075	4.682812	0	3	1	0	3	1	4
taxon4076	3.32502871	2.00521509	3	1	0	3	1	4
taxon4077	16.15474898	11.0625355	3	1	0	3	1	4
taxon4078	15.33251975	5.51103414	3	1	0	4	1	4
taxon4079	15.10998142	2.18205216	3	1	0	3	1	4
taxon4080	9.12789669	7.6451818	3	1	0	4	1	4
taxon4081	11.25453319	5.85317521	3	1	0	3	1	4
taxon4082	2.78775581	2.17620989	3	1	0	3	1	4
taxon4083	23.57489192	16.02519885	3	1	0	3	1	4
taxon4084	4.63279904	3.8867396	3	1	0	3	1	4
taxon4085	10.07190897	2.12988765	3	1	0	3	1	4
